the-sunshine-makers -1.42857142857
sieranevada -1.20178571429
the-womens-balcony -1.125
in-pursuit-of-silence -1.02142857143
napping-princess -0.693706293706
kill-me-please -0.686287596897
last-men-in-aleppo -0.647243420584
thirst-street -0.624163664437
the-girl-without-hands -0.367346938776
rodney-king -0.32625814033
like-crazy -0.313773969407
nobody-speak-trials-of-the-free-press -0.20504598768
gook -0.200204614881
whos-crazy -0.120732988694
joan-didion-the-center-will-not-hold -0.0410334346504
dig-two-graves -0.0340522454166
betting-on-zero -0.0308804873596
rat-film -0.0230907021439
the-student -0.0159894824737
chapter-verse 0
bombshell-the-hedy-lamarr-story 0.0
from-nowhere 0
by-the-time-it-gets-dark 0
norman-the-moderate-rise-and-tragic-fall-of-a-new-york-fixer 0.0
professor-marston-the-wonder-women -0.0
rebels-on-pointe 0
rumble-the-indians-who-rocked-the-world 0
bill-nye-science-guy 0
indivisible 0
ethel-ernest 0
aidas-secrets 0.0
for-ahkeem 0.0
joshua-teenager-vs-superpower 0
the-freedom-to-marry 0.0
karl-marx-city 0
our-time-will-come 0
the-ornithologist 0.0
vince-giordano-theres-a-future-in-the-past 0
stefan-zweig-farewell-to-europe 0
the-death-of-louis-xiv 0
32-pills-my-sisters-suicide 0
the-future-perfect 0
god-knows-where-i-am 0
miss-kiets-children 0.0
midnight-return-the-story-of-billy-hayes-and-turkey 0
thy-fathers-chair 0
score-a-film-music-documentary 0
eagles-of-death-metal-nos-amis-our-friends 0
santoalla 0.0
birthright-a-war-story 0
diamond-island 0
bang!-the-bert-berns-story 0
jesus 0.0
jeremiah-tower-the-last-magnificent 0
pearl-jam-lets-play-two 0.0
the-b-side-elsa-dorfmans-portrait-photography 0
harold-and-lillian-a-hollywood-love-story 0
brimstone-glory 0
the-rape-of-recy-taylor 0
raw -0.0
4-days-in-france 0.0
son-of-joseph 0
raising-bertie 0.0
in-loco-parentis 0
paris-0559-theo-hugo 0
buena-vista-social-club-adios 0.0
midsummer-in-newtown 0
chasing-trane-the-john-coltrane-documentary 0
let-it-fall-la-1982-1992 0
angkor-awakens-a-portrait-of-cambodia 0
sidemen-long-road-to-glory 0
left-on-purpose 0
nakom 0
ex-libris-new-york-public-library 0
mr-gaga 0.0
starless-dreams 0.0
i-am-another-you 0
7852-hitchcocks-shower-scene 0
