movie,critics,boxoffice,rd,theaters,sentiments,user,counts,class,-1,-1
nocturama,71,0.030157,08/11/2017,90,1.02193238123,7.0,0.214285714286,0,-1,-1
their-finest,76,3.603484,04/07/2017,330,0.854805515576,6.5,0.0779859484778,0,-1,-1
the-student-2016,76,0.000512,04/21/2017,1,-0.0159894824737,7.1,0.0401785714286,0,-1,-1
finding-oscar,72,0.023116,04/14/2017,16,0.0,0,0.0285714285714,0,-1,-1
the-meyerowitz-stories,79,0.0,10/13/2017,0,1.12306599609,7.1,0.0356443947442,0,-1,-1
the-sunshine-makers,68,0.010042,01/20/2017,7,-1.42857142857,0,0.214285714286,0,-1,-1
mali-blues,85,0.02695,06/29/2017,5,0.0,0,0.0714285714286,0,-1,-1
a-river-below,81,0.0,11/03/2017,0,0.0,0,0.0,0,-1,-1
tempestad,78,0.0,10/20/2017,0,0.214484087341,0,4.64285714286,0,-1,-1
night-school,0,0.004663,09/28/2018,2,0,0,0,0,-1,-1
bending-the-arc,80,0.021907,10/06/2017,3,0.12823517355,0,0.125,0,-1,-1
the-girl-without-hands,82,0.021787,07/21/2017,7,-0.367346938776,6.3,0.0857142857143,0,-1,-1
get-me-roger-stone,75,0.0,05/12/2017,0,0.477773910208,8.4,0.0162842339008,0,-1,-1
walking-out,79,0.101947,10/06/2017,32,0.608116748994,5.2,0.114393125671,0,-1,-1
served-like-a-girl,85,0.00829,08/25/2017,8,0.683857214847,0,0.117511520737,0,-1,-1
kekszakallu,71,0.0,07/21/2017,0,0.0,0,0.0,0,-1,-1
the-woman-who-left,83,0.003974,05/19/2017,1,0.454248112725,0,0.107142857143,0,-1,-1
quest-2017,88,0.047807,12/08/2017,3,1.20191916237,0,0.909022556391,0,-1,-1
burden,63,0.01844,01/21/2018,13,1.13086979118,0,0.60814889336,0,-1,-1
pop-aye,73,0.077976,06/28/2017,5,0.0119295708757,0,0.0535714285714,0,-1,-1
girls-trip,71,115.171585,07/21/2017,2648,0.774445370794,5.4,0.021864534309,0,-1,-1
mister-universo,66,0.0,07/21/2017,0,0.160714285714,0,0.785714285714,0,-1,-1
battle-of-the-sexes,73,12.638526,09/22/2017,1822,1.07475272053,6.3,0.233496171112,0,-1,-1
take-every-wave-the-life-of-laird-hamilton,66,0.176076,09/29/2017,31,0,0,0.214285714286,0,-1,-1
paulina,70,0.0,06/23/2017,0,0.398309586399,0,0.746031746032,0,-1,-1
love-taxes,69,0.03315,03/03/2017,4,0,0,0,0,-1,-1
maurizio-cattelan-be-right-back,70,0.007706,04/14/2017,2,0,0,0.0,0,-1,-1
detroit,77,16.790139,07/28/2017,3007,1.04972613372,6.5,0.755754010371,0,-1,-1
ascent,75,0.0,06/07/2017,0,8.42593679934,0,1.16883116883,0,-1,-1
my-friend-dahmer,68,1.361611,11/03/2017,110,1.19174606488,8.1,0.0523884632717,0,-1,-1
keep-quiet,76,0.050451,02/10/2017,3,0.474433387216,0,0.535714285714,0,-1,-1
the-lovers-2017,76,2.194521,05/05/2017,443,0.862695505504,6.3,0.172473867596,0,-1,-1
citizen-jane-battle-for-the-city,70,0.313411,04/21/2017,25,-0.0,0,0.0,0,-1,-1
ben-gurion-epilogue,74,0.0,03/03/2017,0,0.0,0,0.0,0,-1,-1
the-square-2017,73,1.502347,10/27/2017,70,0.985046953106,7.1,0.492416829746,0,-1,-1
the-new-radical,67,0.0,12/01/2017,0,0.0830188679244,0,0.214285714286,0,-1,-1
mission-control-the-unsung-heroes-of-apollo,71,0.016405,04/14/2017,15,0.0,0,0.0,0,-1,-1
in-pursuit-of-silence,70,0.029834,06/23/2017,2,-1.02142857143,0,0.107142857143,0,-1,-1
columbus,89,1.015744,08/04/2017,63,1.45289929625,7.3,0.817754135662,0,-1,-1
step,81,1.154982,08/04/2017,306,0.841860572174,0,1.18213099193,0,-1,-1
first-they-killed-my-father,72,0.0,09/15/2017,0,1.4441671351,7.5,0.0662020905923,0,-1,-1
the-last-laugh,71,0.0,03/03/2017,0,0.360453757427,0,0.333333333333,0,-1,-1
swim-team,72,0.016783,07/07/2017,3,1.22546523053,0,0.546428571429,0,-1,-1
baby-driver,86,107.825862,06/28/2017,3226,0.762294117282,7.7,0.035247753278,0,-1,-1
betting-on-zero,72,0.0,03/17/2017,0,-0.0308804873596,0,0.100840336134,0,-1,-1
graduation,84,0.175975,04/07/2017,36,1.0074802738,7.5,0.419358966157,0,-1,-1
i-called-him-morgan,90,0.128986,03/24/2017,11,1.17255232295,6.9,0.107142857143,0,-1,-1
on-the-beach-at-night-alone,80,0.035967,11/17/2017,3,0.102857142857,0,0.3,0,-1,-1
bill-frisell-a-portrait,71,0.0,12/06/2017,0,0.0,0,0.0,0,-1,-1
gods-own-country,85,0.335609,10/25/2017,13,0.84770959867,8.2,1.04292267366,0,-1,-1
birdboy-the-forgotten-children,75,0.038786,12/15/2017,9,0.458571428571,0,0.357142857143,0,-1,-1
marshall,66,10.051659,10/13/2017,821,0.801450037576,6.2,0.818472572204,0,-1,-1
the-age-of-consequences,68,0.0,01/27/2017,0,0.0,0,0.0,0,-1,-1
the-last-family,69,0.0,01/26/2017,0,0,0,0,0,-1,-1
thank-you-for-your-service-2017,68,9.5363,10/27/2017,2083,1.12641307419,6.3,0.376836278476,0,-1,-1
my-life-as-a-zucchini,85,0.309766,02/24/2017,53,0.46866281954,8.3,0.0989010989011,0,-1,-1
the-tiger-hunter,66,0.062398,09/22/2017,42,0.323515281165,0,0.0230414746544,0,-1,-1
everybody-knows-elizabeth-murray,81,0.0,01/11/2017,0,0,0,0,0,-1,-1
the-incredible-jessica-james,72,0.0,07/28/2017,0,0.432676698065,6.9,0.00516870064609,0,-1,-1
hermia-helena,79,0.043152,05/26/2017,4,0,0,0,0,-1,-1
jane,87,1.723379,10/20/2017,96,1.28958996784,8.3,0.650432900433,0,-1,-1
ingrid-goes-west,71,3.024308,08/11/2017,647,1.17877258258,7.2,0.182755936162,0,-1,-1
after-love,66,0.013693,08/09/2017,5,0.457737142857,0,0.321428571429,0,-1,-1
a-ghost-story,84,1.596371,07/07/2017,329,0.804394085532,6.9,0.528230042017,0,-1,-1
500-years,66,0.0,07/12/2017,0,0.0535316295377,0,0.104651162791,0,-1,-1
glory-2017,83,0.018415,04/12/2017,2,1.0140205895,0,0.965955218018,0,-1,-1
endless-poetry,78,0.15344,07/14/2017,18,0.145254538273,7.9,0.134551495017,0,-1,-1
a-taxi-driver,69,1.527829,08/11/2017,41,2.12321898668,8.7,0.149186256781,0,-1,-1
all-these-sleepless-nights,70,0.020762,04/07/2017,5,0.156381081752,0,0.0928571428571,0,-1,-1
after-the-storm-2016,84,0.272132,03/17/2017,38,0.933931015714,7.8,1.56537530266,0,-1,-1
lost-in-paris,74,0.691597,06/16/2017,48,0.79688366768,5.0,0.145408163265,0,-1,-1
the-womens-balcony,74,1.200885,03/03/2017,34,-1.125,3.5,0.0714285714286,0,-1,-1
win-it-all,77,0.0,04/07/2017,0,0.803730074206,7.0,0.072105619499,0,-1,-1
obit,72,0.315049,04/26/2017,22,0.539991802552,8.0,1.20952380952,0,-1,-1
thirst-street,71,0.009129,09/20/2017,3,-0.624163664437,0,0.0857142857143,0,-1,-1
beatriz-at-dinner,68,7.115854,06/09/2017,683,0.975230800253,5.2,0.0718414533443,0,-1,-1
brigsby-bear,68,0.532669,07/28/2017,408,0.867253485467,7.6,0.322751322751,0,-1,-1
the-teacher,77,0.064437,08/30/2017,5,2.10122166582,6.7,0.642857142857,0,-1,-1
mollys-game,71,28.780744,12/25/2017,1708,0.987950090759,7.5,1.24981495189,0,-1,-1
the-light-of-the-moon,76,0.0,11/01/2017,0,0.373912626429,0,0.163265306122,0,-1,-1
patti-cake,67,0.800148,08/18/2017,303,0.675346628665,7.4,0.0644937586685,0,-1,-1
i-dont-feel-at-home-in-this-world-anymore,75,0.0,02/24/2017,0,0.714842111303,7.6,0.0665584415584,0,-1,-1
wasted!-the-story-of-food-waste,74,0.033211,10/13/2017,11,0,0,0,0,-1,-1
logan-lucky,78,27.780977,08/18/2017,3031,0.974432494349,6.8,0.0542699102557,0,-1,-1
icarus,68,0.0,08/04/2017,0,0.914936514113,6.9,0.13058449585,0,-1,-1
get-out,84,176.040665,02/24/2017,3143,1.18120953276,7.2,0.10747488027,1,5,5
cuba-and-the-cameraman,82,0.0,11/24/2017,0,0.573139834213,0,0.0432692307692,0,-1,-1
lovesong,74,0.010626,02/17/2017,3,0.981414324706,6.9,0.928166734116,0,-1,-1
it-comes-at-night,78,13.985117,06/09/2017,2533,1.68791117451,6.1,0.0237260234755,0,-1,-1
better-watch-out,67,0.020369,10/06/2017,25,0.684604789115,5.8,0.193355481728,0,-1,-1
no-greater-love,85,0.030247,11/10/2017,22,1.01238062603,0,0.462053571429,0,-1,-1
barracuda,78,0.0,10/06/2017,0,1.03384709441,0,0.743243243243,0,-1,-1
band-aid,67,0.24837,06/02/2017,35,0.422538141912,7.5,0.399014778325,0,-1,-1
