it-had-to-be-you -74.6009027869
the-clan -9.41136899473
nina-forever -0.518866633207
old-stone -0.402548116021
chicken-people -0.235685915462
king-jack -0.160932943359
microbe-and-gasoline -0.0946464292423
author-the-jt-leroy-story -0.0744416873449
justin-timberlake-and-the-tennessee-kids -0.0564384348457
i-am-the-pretty-thing-that-lives-in-the-house -0.0481591180567
two-trains-runnin -0.0175953079179
being-17 -0.0128151218438
the-measure-of-a-man -0.0078550481776
the-apostate 0
my-big-night 0.0
richard-linklater-dream-is-destiny 0
i-dont-belong-anywhere-the-cinema-of-chantal-akerman 0
la-tierra-y-la-sombra 0
the-alchemist-cookbook 0.0
leonard-cohen-bird-on-a-wire 0
by-sidney-lumet 0
call-her-applebroog -0.0
harry-snowman 0
jim-the-james-foley-story 0.0
paths-of-the-soul 0
the-ruins-of-lifta -0.0
the-treasure 0
will-you-dance-with-me 0
southwest-of-salem-the-story-of-the-san-antonio-four 0
dragon-inn 0.0
bobby-sands-66-days 0
the-lost-arcade 0.0
dont-call-me-son 0.0
the-flight-fantastic 0
jia-zhangke-a-guy-from-fenyang 0
germans-jews 0
olympic-pride-american-prejudice 0.0
the-thoughts-that-once-we-had 0
raiders!-the-story-of-the-greatest-fan-film-ever-made 0
funny-or-die-presents-donald-trumps-the-art-of-the-deal-the-movie 0
eat-that-question-frank-zappa-in-his-own-words 0
sky-ladder-the-art-of-cai-guo-qiang 0
fireworks-wednesday 0.0
les-cowboys 0.0
voyage-of-time-the-imax-experience 0
a-monster-with-a-thousand-heads 0.0
audrie-daisy 0
the-kind-words 0.0
becoming-mike-nichols 0
til-madness-do-us-part 0
rabin-the-last-day 0
abortion-stories-women-tell 0
on-the-silver-globe 0.0
sex-and-broadcasting 0.0
mapplethorpe-look-at-the-pictures 0
the-prison-in-twelve-landscapes 0
rabin-in-his-own-words 0.0
dont-blink---robert-frank 0.0
silicon-cowboys 0.0
the-tenth-man 0.0
theo-who-lived 0
the-academy-of-muses 0
aferim! 0
portrait-of-a-garden 0
wedding-doll 0.0
the-birth-of-sake 0.0
maya-angelou-and-still-i-rise 0
art-bastard 0.0
dying-to-know-ram-dass-timothy-leary 0
sworn-virgin 0.0
they-will-have-to-kill-us-first 0.0
the-beatles-eight-days-a-week---the-touring-years 0.0
no-home-movie 0.0
fort-buchanan 0
in-the-shadow-of-women 0
vita-activa-the-spirit-of-hannah-arendt 0
the-illinois-parables 0
diamond-tongues 0.0
the-rolling-stones-ole-ole-ole!-a-trip-across-latin-america 0
norman-lear-just-another-version-of-you 0.0
last-days-in-the-desert 0.0307636157759
disorder 0.0319883332281
king-georges 0.0397231909329
starving-the-beast 0.0399286239836
the-idol 0.0455528008389
women-hes-undressed 0.0491615267898
almost-holy 0.0500764020706
tikkun 0.0633431085044
our-last-tango 0.0735099614351
mia-madre 0.0786107203107
men-go-to-battle 0.0851279068296
the-last-man-on-the-moon 0.0907252908081
my-love-dont-cross-that-river 0.0940359313432
when-two-worlds-collide 0.09625852289
operation-avalanche 0.102230920932
godzilla-resurgence 0.120154200519
sausage-party 0.127344926845
notfilm 0.136659107141
the-innocents 0.143714489206
francofonia 0.155315220471
a-stray 0.159061337181
the-age-of-shadows 0.160421016324
floyd-norman-an-animated-life 0.165898617512
the-bad-kids 0.167677740331
blood-on-the-mountain 0.173459792918
as-i-open-my-eyes 0.178812510042
pervert-park 0.1848318835
glassland 0.194660734149
indian-point 0.19716686136
colliding-dreams 0.202969931715
among-the-believers 0.215335060736
boom-bust-boom 0.230828501637
the-phenom 0.231403006139
older-than-ireland 0.234350943111
the-brand-new-testament 0.23669861046
miss-hokusai 0.240950816046
the-dark-horse 0.261339198041
spa-night 0.275454167099
neither-heaven-nor-earth 0.275525303344
tale-of-tales 0.275706053093
citizen-soldier 0.286121199174
elstree-1976 0.286683859275
city-of-gold 0.296229181523
cash-only 0.298471749391
a-beautiful-planet 0.309302785765
in-order-of-disappearance 0.309805527267
indignation 0.310360025809
transpecos 0.311159946771
fire-at-sea 0.311862946207
the-final-master 0.315078769692
tanna 0.317850325593
ixcanul 0.319080504378
a-space-program 0.322580645161
neon-bull 0.326092117289
kill-zone-2 0.328238049744
fastball 0.341137237197
my-golden-days 0.345996918263
peter-and-the-farm 0.350683401684
time-to-choose 0.360544731554
belladonna-of-sadness 0.360604781422
dheepan 0.37299313405
marguerite 0.391338455655
kate-plays-christine 0.394671654836
from-afar 0.409194253515
our-little-sister 0.419896733008
one-more-time-with-feeling 0.420943526136
barbershop-3 0.429826261764
imperium 0.432683737147
do-not-resist 0.436397081509
oasis-supersonic 0.440879171867
april-and-the-extraordinary-world 0.44158070998
the-music-of-strangers 0.469385858418
last-cab-to-darwin 0.478294049333
sweaty-betty 0.481144553166
mavis! 0.487163237662
the-birth-of-a-nation 0.489529147626
divines 0.494295336233
above-and-below 0.498215222078
eva-hesse 0.502175426197
disturbing-the-peace 0.504404351409
the-invitation 0.516957981941
the-little-prince 0.520125800233
cemetery-of-splendor 0.520834989428
dont-breathe 0.540740592104
land-of-mine 0.544113798379
i-am-not-your-negro 0.564119500438
everything-is-copy 0.565610552727
uncle-howard 0.574731182795
the-vessel 0.579953501661
command-and-control 0.582251533331
little-men 0.58251024153
hush 0.585308060215
neruda 0.602147333639
de-palma 0.605106652829
harry-benson-shoot-first 0.606135173437
cameraperson 0.610758139273
the-bfg 0.611110593677
mon-roi 0.616866193978
hunter-gatherer 0.62332842004
other-people 0.646650354112
the-club 0.646843556246
